date,Points,Ranking,HighestRanking
10/4/2012,689.9000244,8462,3647
10/4/2012,2846,2371,1004
10/4/2012,187.6000061,21476,2072
10/4/2012,29.79999924,32077,8079
10/4/2012,1581.300049,4003,549
10/4/2012,1448.900024,4351,945
10/4/2012,206.1000061,20363,2193
10/4/2012,206.1000061,20364,2193
10/4/2012,206.1000061,20365,2193
10/4/2012,248.8999939,18280,15607
10/4/2012,198.3000031,20837,20249
10/4/2012,561.7000122,10050,1797
10/4/2012,63.5,29608,6697
10/4/2012,476.3999939,11426,7168
10/4/2012,63.5,29609,6697
10/4/2012,206.1000061,20366,2193
10/4/2012,63.5,29610,6697
10/4/2012,789.4000244,7604,784
10/4/2012,33107.30078,127,71
10/4/2012,63.5,29611,6697
10/4/2012,63.5,29612,6697
10/4/2012,63.5,29613,6697
10/4/2012,1248.400024,5041,2374
10/5/2012,790.5999756,7592,635
10/5/2012,6611.5,987,57
10/5/2012,178.5,22066,3459
10/5/2012,455.2999878,11844,2102
10/5/2012,0,35185,27059
10/5/2012,0,35186,27059
10/5/2012,0,35187,27059
10/5/2012,0,35189,27059
10/5/2012,0,35190,27059
10/5/2012,0,35191,27059
10/5/2012,293,16415,6540
10/5/2012,0,35192,27059
10/5/2012,0,35193,27059
10/5/2012,92.40000153,27807,4395
10/5/2012,992.2999878,6183,1303
10/5/2012,279.8999939,16880,1409
10/5/2012,309.8999939,15774,5013
10/5/2012,1801.199951,3571,263
10/6/2012,465.3999939,11632,2066
10/6/2012,307.3999939,15854,1391
10/6/2012,1017,6039,2620
10/6/2012,0,35194,27059
10/6/2012,0,35195,27059
10/6/2012,0,35196,27059
10/6/2012,0,35197,27059
10/6/2012,1017.5,6036,531
10/6/2012,0,35198,27059
10/6/2012,0,35199,27059
10/6/2012,0,35200,27059
10/6/2012,224.8000031,19384,8751
10/6/2012,0,35201,27059
10/6/2012,240.3999939,18714,3590
10/6/2012,270,17298,1535
10/6/2012,0,35202,27059
10/6/2012,4407.100098,1548,1318
10/6/2012,631.7000122,9123,1911
10/6/2012,380.2000122,13587,945
10/6/2012,0,35203,27059
10/6/2012,79,28594,4693
10/6/2012,160.8000031,23320,2518
10/6/2012,4497.299805,1518,767
10/7/2012,807.7999878,7456,5429
10/7/2012,0,35204,27059
10/7/2012,1732.699951,3709,492
10/7/2012,276.3999939,17028,1369
10/7/2012,113.6999969,26581,11206
10/7/2012,126.6999969,25620,10619
10/7/2012,0,35205,27059
10/7/2012,181.3000031,21895,2237
10/7/2012,764.4000244,7799,6967
10/7/2012,447.2999878,12003,896
10/7/2012,0,35206,27059
10/7/2012,202.3999939,20578,2380
10/7/2012,462.1000061,11704,8201
10/7/2012,1373,4598,3101
10/7/2012,218.3000031,19702,1895
10/8/2012,2084.100098,3164,461
10/8/2012,119.5999985,26183,3181
10/8/2012,103.5999985,27174,3649
10/8/2012,886.7000122,6859,2391
10/8/2012,0,35207,27059
10/8/2012,0,35208,27059
10/8/2012,0,35209,32378
10/8/2012,0,35210,27059
10/8/2012,101.4000015,27313,4053
10/8/2012,356.7000122,14266,2582
10/8/2012,2011.599976,3278,733
10/8/2012,127.5999985,25553,2962
10/8/2012,0,35211,27059
10/8/2012,1089.300049,5679,582
10/8/2012,0,35212,27059
10/8/2012,479.6000061,11378,2384
10/8/2012,413.6000061,12755,8601
10/8/2012,0,35213,27059
10/8/2012,2396.399902,2786,1211
10/8/2012,706.7999878,8287,8156
10/8/2012,489.2999878,11218,2101
10/8/2012,221.5,19545,1766
10/8/2012,3668,1838,310
10/8/2012,320.7999878,15439,13100
10/9/2012,174.8999939,22328,18319
10/9/2012,191,21248,6075
10/9/2012,348.3999939,14558,1125
10/9/2012,181.1000061,21918,2242
10/9/2012,116,26414,3190
10/9/2012,228.6000061,19207,1721
10/9/2012,135.6000061,25016,21085
10/9/2012,559.2000122,10082,689
10/9/2012,0,35214,27059
10/9/2012,3559.199951,1893,1740
10/9/2012,0,35215,27059
10/9/2012,0,35216,27059
10/9/2012,0,35217,27059
10/9/2012,0,35218,27059
10/9/2012,0,35219,27059
10/9/2012,0,35220,27059
10/9/2012,0,35221,27059
10/9/2012,0,35222,27059
10/9/2012,0,35223,27059
10/9/2012,0,35224,27059
10/9/2012,0,35225,27059
10/9/2012,1344.300049,4697,790
10/9/2012,0,35226,27059
10/9/2012,0,35227,27059
10/9/2012,343.5,14703,2508
10/9/2012,202.3000031,20583,11515
10/9/2012,0,35228,27059
10/9/2012,1069.599976,5792,1896
10/9/2012,250.3999939,18204,1512
10/9/2012,148.3999939,24139,2592
10/9/2012,0,35229,27059
10/9/2012,1118.199951,5544,618
10/9/2012,127.5999985,25554,2962
10/9/2012,155.3000031,23685,2540
10/9/2012,2897.399902,2337,101
10/9/2012,181.3000031,21896,2237
10/9/2012,172.1000061,22496,6969
10/9/2012,240.6999969,18701,5439
10/9/2012,286.6000061,16640,1326
10/10/2012,85.69999695,28167,3883
10/10/2012,167.3000031,22861,2180
10/10/2012,292.6000061,16429,2117
10/10/2012,143.5,24464,5414
10/10/2012,1287,4895,2288
10/10/2012,163.6000061,23125,2009
10/10/2012,0,35230,27059
10/10/2012,169.3000031,22716,1948
10/10/2012,152.8999939,23859,2464
10/10/2012,314,15648,4365
10/10/2012,589.7999878,9682,2036
10/10/2012,412,12794,1028
10/10/2012,111.9000015,26680,3149
10/10/2012,116.5999985,26387,11071
10/10/2012,0,35231,27059
10/10/2012,6428.299805,1025,255
10/11/2012,0,35232,27059
10/11/2012,597.7000122,9571,3434
10/11/2012,138.8999939,24772,20838
10/11/2012,0,35233,27059
10/11/2012,1024.400024,6000,386
10/11/2012,188.1000061,21449,6458
10/11/2012,241.8999939,18628,1883
10/11/2012,272.2000122,17211,3092
10/11/2012,165.3999939,23011,1994
10/11/2012,167.3000031,22862,1976
10/11/2012,0,35235,27059
10/11/2012,0,35236,27059
10/11/2012,0,35237,27059
10/11/2012,0,35238,27059
10/11/2012,0,35239,27059
10/11/2012,0,35240,27059
10/11/2012,0,35241,27059
10/11/2012,0,35242,27059
10/11/2012,0,35243,27059
10/11/2012,0,35244,27059
10/11/2012,0,35245,27059
10/11/2012,0,35246,27059
10/11/2012,52.90000153,30587,8394
10/11/2012,0,35247,27059
10/11/2012,0,35248,27059
10/11/2012,0,35249,27059
10/11/2012,0,35250,27059
10/11/2012,0,35251,27059
10/11/2012,0,35252,27059
10/11/2012,215.8999939,19832,2827
10/11/2012,0,35253,27059
10/11/2012,0,35254,27059
10/11/2012,82.09999847,28414,6470
10/11/2012,0,35255,27059
10/11/2012,879,6912,2631
10/11/2012,0,35256,27059
10/11/2012,0,35257,27059
10/11/2012,0,35258,27059
10/11/2012,0,35259,27059
10/11/2012,0,35260,27059
10/11/2012,0,35261,27059
10/11/2012,0,35262,27059
10/11/2012,366.6000061,13970,5041
10/11/2012,101.4000015,27314,4053
10/11/2012,2193.600098,3025,1975
10/11/2012,0,35263,27059
10/11/2012,1006.400024,6092,5045
10/11/2012,0,35264,27059
10/11/2012,181.3000031,21897,2237
10/11/2012,798.5,7526,1526
10/11/2012,0,35265,27059
10/11/2012,351.5,14451,9526
10/11/2012,190,21310,3487
10/11/2012,0,35266,27059
10/11/2012,0,35268,27059
10/11/2012,0,35269,27059
10/12/2012,0,35270,27059
10/12/2012,0,35271,27059
10/12/2012,2897.399902,2338,101
10/12/2012,0,35272,27059
10/12/2012,0,35273,33702
10/12/2012,128.6999969,25484,10525
10/12/2012,0,35274,27059
10/12/2012,0,35275,27059
10/12/2012,333.5,15037,7972
10/12/2012,0,35276,27059
10/12/2012,0,35277,27059
10/12/2012,0,35278,27059
10/12/2012,0,35279,27059
10/12/2012,0,35280,27059
10/12/2012,1463.900024,4311,4237
10/12/2012,0,35281,27059
10/12/2012,0,35282,27059
10/12/2012,0,35283,31578
10/12/2012,0,35284,27059
10/12/2012,0,35285,27059
10/12/2012,133.8000031,25148,8199
10/12/2012,1267.300049,4964,3695
10/12/2012,0,35286,27059
10/12/2012,0,35287,27059
10/12/2012,0,35288,27059
10/12/2012,0,35289,27059
10/12/2012,1387.800049,4557,1993
10/12/2012,0,35290,27059
10/13/2012,3036.300049,2219,1620
10/13/2012,222.5,19506,1714
10/13/2012,0,35291,33720
10/13/2012,289.5,16532,1904
10/13/2012,377.5,13653,2333
10/13/2012,123.6999969,25840,2927
10/13/2012,267.6000061,17409,2141
10/13/2012,0,35292,27059
10/13/2012,0,35293,27059
10/13/2012,0,35294,27059
10/13/2012,578.9000244,9819,4385
10/13/2012,1735.599976,3704,1222
10/13/2012,12091.5,502,481
10/13/2012,0,35295,27059
10/13/2012,0,35296,27059
10/13/2012,0,35297,27059
10/13/2012,175.1999969,22309,3393
10/13/2012,0,35298,27059
10/13/2012,0,35299,27059
10/13/2012,6266.299805,1063,401
10/13/2012,319,15484,4902
10/13/2012,1604.699951,3947,1500
10/13/2012,869.2999878,6990,1181
10/13/2012,0,35300,27059
10/14/2012,526.5,10601,1481
10/14/2012,0,35301,27059
10/14/2012,101.3000031,27320,10464
10/14/2012,612.5999756,9369,2707
10/14/2012,222.5,19507,2045
10/14/2012,253.3999939,18075,9067
10/14/2012,1416,4446,306
10/14/2012,71.30000305,29066,6989
10/14/2012,0,35302,27059
10/14/2012,662.9000244,8760,4265
10/14/2012,166.3999939,22928,5269
10/14/2012,0,35303,27059
10/14/2012,64.80000305,29514,7371
10/14/2012,0,35304,27059
10/14/2012,898.7000122,6785,1586
10/14/2012,666.0999756,8726,6715
10/14/2012,161.5,23281,2473
10/14/2012,830.9000244,7278,565
10/14/2012,0,35305,27059
10/14/2012,161.5,23282,2473
10/14/2012,353.2000122,14375,2800
10/14/2012,467,11602,1307
10/15/2012,0,35306,27059
10/15/2012,1384.900024,4564,453
10/15/2012,1984.400024,3308,945
10/15/2012,126.5999985,25630,5894
10/15/2012,894.4000244,6810,1750
10/15/2012,194.6999969,21032,2040
10/15/2012,168.3999939,22781,15768
10/15/2012,111.0999985,26722,3277
10/15/2012,126.8000031,25610,2974
10/15/2012,288.7000122,16564,2046
10/15/2012,128.1000061,25516,21596
10/15/2012,1093.699951,5659,547
10/15/2012,0,35308,27059
10/15/2012,191.1999969,21237,2040
10/15/2012,1136.599976,5462,1942
10/15/2012,0,35309,27059
10/15/2012,96.09999847,27619,3618
10/15/2012,396.2000122,13173,1006
10/15/2012,0,35310,31604
10/15/2012,0,35311,27059
10/15/2012,513.9000244,10801,747
10/15/2012,408.2000122,12883,1155
10/15/2012,153.6000061,23807,14176
10/15/2012,153.6000061,23808,14176
10/15/2012,9387.299805,675,650
10/15/2012,0,35313,27059
10/16/2012,0,35314,32481
10/16/2012,534,10473,700
10/16/2012,0,35315,27059
10/16/2012,127.8000031,25537,2855
10/16/2012,181.3000031,21898,2846
10/16/2012,320.1000061,15457,2230
10/16/2012,309.7999878,15775,1287
10/16/2012,6377.399902,1042,1017
10/16/2012,253.3999939,18076,12505
10/16/2012,427.5,12435,9639
10/16/2012,244.1999969,18520,1648
10/16/2012,1167,5338,285
10/16/2012,4498.100098,1515,912
10/16/2012,973,6304,1391
10/16/2012,205.8000031,20395,4574
10/16/2012,345.2000122,14646,3040
10/16/2012,0,35316,27059
10/16/2012,4241.700195,1615,607
10/16/2012,10560.90039,595,109
10/16/2012,36951.19922,110,82
10/16/2012,60.40000153,29852,4762
10/16/2012,247.6000061,18346,2506
10/16/2012,389,13359,11235
10/16/2012,0,35317,27059
10/16/2012,562.0999756,10046,3114
10/16/2012,1042.099976,5907,1272
10/16/2012,186,21586,17540
10/16/2012,292.2999878,16440,1350
10/16/2012,282.8999939,16773,1391
10/16/2012,285.8999939,16662,1380
10/16/2012,0,35318,27059
10/16/2012,289.1000061,16546,1362
10/16/2012,188.5,21417,11193
10/16/2012,156.3999939,23614,19451
10/17/2012,0,35319,27059
10/17/2012,1157.800049,5365,1154
10/17/2012,0,35320,27059
10/17/2012,387.6000061,13399,1038
10/17/2012,248.8999939,18281,1558
10/17/2012,0,35321,27059
10/17/2012,977.7999878,6271,5436
10/17/2012,0,35322,27059
10/17/2012,0,35323,27059
10/17/2012,110.6999969,26746,3299
10/17/2012,96.69999695,27588,3614
10/17/2012,124.0999985,25808,3833
10/17/2012,96.69999695,27589,3614
10/17/2012,0,35326,27059
10/17/2012,1260.099976,4991,4732
10/17/2012,1263.800049,4976,1190
10/17/2012,0,35327,27059
10/17/2012,137.1000061,24906,3253
10/17/2012,137.1000061,24907,3253
10/17/2012,137.1000061,24908,3253
10/17/2012,278.3999939,16942,2527
10/18/2012,85.69999695,28168,3883
10/18/2012,0,35328,27059
10/18/2012,337,14904,6370
10/18/2012,119.1999969,26210,22344
10/18/2012,547.7999878,10253,682
10/18/2012,86.19999695,28136,11102
10/18/2012,497.2000122,11085,789
10/18/2012,115.9000015,26420,3065
10/18/2012,0,35329,27059
10/18/2012,0,35330,27059
10/18/2012,0,35331,27059
10/18/2012,0,35332,27059
10/18/2012,13049,442,435
10/18/2012,0,35333,27059
10/18/2012,161.5,23283,2473
10/18/2012,0,35334,27059
10/18/2012,0,35335,33764
10/18/2012,319,15485,15333
10/18/2012,414.7000122,12728,3310
10/18/2012,616.9000244,9308,795
10/18/2012,86,28143,4453
10/19/2012,112.5999985,26632,3137
10/19/2012,1567.099976,4031,1781
10/19/2012,675,8639,1212
10/19/2012,60.40000153,29853,4762
10/19/2012,225,19373,1741
10/19/2012,587.9000244,9702,5582
10/19/2012,110.1999969,26762,3378
10/19/2012,872.2999878,6963,4804
10/19/2012,297.2999878,16243,13351
10/19/2012,826.5,7311,5536
10/19/2012,0,35336,27059
10/19/2012,1040.699951,5911,1002
10/19/2012,96.69999695,27590,3614
10/19/2012,0,35337,27059
10/19/2012,0,35338,27059
10/19/2012,60.40000153,29854,4762
10/19/2012,14924.40039,362,62
10/19/2012,801.4000244,7507,1980
10/19/2012,60.40000153,29855,4762
10/19/2012,212.1999969,20034,2244
10/19/2012,2868.899902,2357,1475
10/19/2012,57.5,30117,12515
10/19/2012,113,26614,3126
10/19/2012,0,35339,27059
10/20/2012,161.5,23284,2245
10/20/2012,269.1000061,17338,9373
10/20/2012,0,35340,27059
10/20/2012,451.8999939,11921,9186
10/20/2012,13187.2002,436,369
10/20/2012,0,35342,27059
10/20/2012,284.7999878,16701,2798
10/20/2012,61846.89844,48,26
10/20/2012,463.3999939,11668,11516
10/20/2012,918.4000244,6653,505
10/20/2012,730.7999878,8081,3819
10/20/2012,0,35343,27059
10/20/2012,442.2000122,12084,2413
10/20/2012,0,35344,27059
10/20/2012,872.7000122,6958,2722
10/20/2012,0,35345,27059
10/20/2012,0,35346,27059
10/20/2012,66.5,29379,5147
10/20/2012,438.7999878,12163,917
10/21/2012,165.1999969,23025,13194
10/21/2012,0,35349,31641
10/21/2012,100.1999969,27379,4080
10/21/2012,0,35350,27059
10/21/2012,0,35351,27059
10/21/2012,741.5,7981,3606
10/21/2012,156.6000061,23603,5086
10/21/2012,0,35352,27059
10/21/2012,972.7000122,6307,1048
10/21/2012,0,35353,27059
10/21/2012,458.2000122,11777,9547
10/21/2012,274.7000122,17097,4428
10/21/2012,772.2000122,7728,2486
10/21/2012,0,35354,27059
10/21/2012,0,35355,27059
10/21/2012,191.1999969,21238,2602
10/21/2012,0,35356,27059
10/21/2012,0,35357,27059
10/21/2012,578.5999756,9824,4580
10/21/2012,0,35358,27059
10/21/2012,64.5,29542,7395
10/21/2012,197.5,20880,1965
10/21/2012,0,35359,27059
10/21/2012,0,35360,27059
10/22/2012,123.1999969,25886,2933
10/22/2012,0,35361,27059
10/22/2012,3174.899902,2112,383
10/22/2012,840.7999878,7203,1137
10/22/2012,2549.5,2638,131
10/22/2012,291.7000122,16467,14674
10/22/2012,83.09999847,28350,4558
10/22/2012,83.09999847,28351,4558
10/22/2012,3620.100098,1859,978
10/22/2012,103.6999969,27161,3975
10/22/2012,85,28200,4487
10/22/2012,103.6999969,27162,3975
10/22/2012,85,28201,4487
10/22/2012,0,35362,27059
10/22/2012,137.8000031,24847,3293
10/22/2012,75.80000305,28775,4814
10/22/2012,295.6000061,16317,1330
10/22/2012,85,28202,4487
10/22/2012,0,35364,27059
10/22/2012,359.6000061,14171,6007
10/22/2012,0,35365,27059
10/22/2012,265.2999878,17524,16923
10/22/2012,0,35366,27059
10/22/2012,88319.39844,19,18
10/22/2012,183,21771,2571
10/22/2012,103.6999969,27163,3975
10/22/2012,0,35367,27059
10/22/2012,0,35368,27059
10/22/2012,0,35369,27059
10/22/2012,989.0999756,6200,369
10/22/2012,0,35370,27059
10/23/2012,508.7999878,10882,758
10/23/2012,0,35371,27059
10/23/2012,653.2999878,8863,3552
10/23/2012,191.6999969,21201,8241
10/23/2012,0,35372,27059
10/23/2012,0,35373,27059
10/23/2012,2223,2989,2918
10/23/2012,110.6999969,26747,3299
10/23/2012,0,35374,27059
10/23/2012,814.5,7397,2120
10/23/2012,901.2999878,6770,2336
10/23/2012,202.8999939,20551,1913
10/23/2012,55.20000076,30349,8187
10/23/2012,173,22449,10474
10/23/2012,504,10962,1436
10/23/2012,399.7999878,13085,10981
10/23/2012,83.09999847,28352,4558
10/23/2012,0,35375,27059
10/23/2012,0,35376,27059
10/23/2012,0,35377,27059
10/23/2012,430.3999939,12353,931
10/23/2012,0,35378,31671
10/23/2012,596.5,9593,3509
10/23/2012,475.7000122,11439,832
10/23/2012,4022.399902,1690,1051
10/23/2012,0,35379,27059
10/23/2012,185.8999939,21594,12216
10/23/2012,400.7000122,13066,1005
10/23/2012,83.69999695,28293,7150
10/23/2012,137.3999939,24881,8088
10/23/2012,90.30000305,27920,4326
10/23/2012,191.1000061,21244,6380
10/23/2012,275,17087,14536
10/23/2012,286.7999878,16630,4139
10/23/2012,86.69999695,28105,4435
10/23/2012,90.30000305,27921,4326
10/24/2012,57.79999924,30088,6575
10/24/2012,2417.399902,2769,2000
10/24/2012,570.2999878,9941,1541
10/24/2012,0,35380,27059
10/24/2012,0,35381,27059
10/24/2012,105.5999985,27053,3399
10/24/2012,82.80000305,28368,4570
10/24/2012,0,35382,27059
10/24/2012,970.2999878,6331,618
10/24/2012,472.1000061,11510,4506
10/24/2012,82.80000305,28369,4570
10/24/2012,229.5,19168,1632
10/24/2012,1104.699951,5601,2987
10/24/2012,187.3000031,21500,2167
10/24/2012,0,35383,33812
10/24/2012,228.3999939,19214,18616
10/24/2012,97.40000153,27537,3583
10/24/2012,0,35384,31677
10/24/2012,86.69999695,28106,4435
10/24/2012,24708.59961,186,119
10/24/2012,225.3999939,19359,1654
10/24/2012,90.30000305,27922,4326
10/24/2012,98.90000153,27449,3553
10/24/2012,168.6999969,22754,5310
10/24/2012,91.5,27854,4296
10/24/2012,3435.199951,1949,1900
10/24/2012,86.69999695,28107,4435
10/24/2012,223.3999939,19458,1672
10/24/2012,993.2999878,6170,584
10/24/2012,91.5,27855,4296
10/24/2012,83.69999695,28294,4530
10/24/2012,91.5,27856,4296
10/24/2012,83.69999695,28295,4530
10/24/2012,153.3999939,23829,5732
10/24/2012,184.1000061,21705,2016
10/24/2012,155.8999939,23644,2531
10/24/2012,133.6999969,25152,3657
10/24/2012,83.69999695,28296,4530
10/24/2012,250.3999939,18205,4334
10/24/2012,324.6000061,15305,3193
10/24/2012,433.7000122,12289,1679
10/24/2012,146.6999969,24249,20319
10/24/2012,111.5999985,26696,3163
10/24/2012,246.6999969,18389,8857
10/24/2012,142.8999939,24504,3288
10/24/2012,503.2999878,10974,2725
10/24/2012,0,35385,27059
10/24/2012,1512.5,4185,901
10/24/2012,60.29999924,29864,7710
10/24/2012,0,35386,27059
10/24/2012,299.6000061,16160,1410
10/24/2012,251.1999969,18174,1550
10/24/2012,230.3999939,19122,1708
10/24/2012,253.5,18068,1536
10/24/2012,446.6000061,12019,4372
10/24/2012,3853.699951,1757,173
10/24/2012,266,17480,1482
10/24/2012,0,35387,27059
10/25/2012,4225.299805,1618,753
10/25/2012,669.7999878,8686,7478
10/25/2012,268.6000061,17358,1467
10/25/2012,380.1000061,13590,11067
10/25/2012,263.3999939,17603,1494
10/25/2012,586.2999878,9725,3445
10/25/2012,238.3000031,18804,1646
10/25/2012,244.5,18501,1585
10/25/2012,111.6999969,26694,5332
10/25/2012,332.7000122,15059,3325
10/25/2012,190,21311,2046
10/25/2012,255.8999939,17951,1529
10/25/2012,616.4000244,9313,1133
10/25/2012,737.7999878,8024,774
10/25/2012,107.5999985,26925,3350
10/25/2012,127.3000031,25568,2866
10/25/2012,1665.800049,3833,1758
10/25/2012,281.2999878,16837,1373
10/25/2012,76.30000305,28739,4793
10/25/2012,772.7999878,7724,893
10/25/2012,271.2999878,17241,1447
10/25/2012,2862.5,2362,1992
10/25/2012,202.3999939,20579,1847
10/25/2012,5084.700195,1310,1184
10/25/2012,456.2999878,11827,871
10/25/2012,192.3999939,21160,2022
10/25/2012,119.4000015,26198,14812
10/25/2012,114.0999985,26551,3102
10/25/2012,836.7000122,7231,463
10/25/2012,683.7999878,8536,1435
10/25/2012,128.6000061,25489,8811
10/25/2012,197.6999969,20870,1940
10/25/2012,264.1000061,17580,1418
10/25/2012,0,35389,27059
10/25/2012,211.1999969,20077,1966
10/25/2012,131.5,25289,22401
10/25/2012,901.7999878,6766,3062
10/25/2012,3803.5,1778,170
10/25/2012,0,35390,27059
10/25/2012,107.5999985,26926,6739
10/25/2012,0,35391,27059
10/25/2012,233.8000031,18984,1610
10/25/2012,544.7999878,10293,1360
10/25/2012,226.8000031,19299,1735
10/25/2012,0,35392,27059
10/25/2012,8348.099609,758,138
10/26/2012,2255.600098,2948,866
10/26/2012,568.5,9961,1497
10/26/2012,176.5,22207,18175
10/26/2012,653.4000244,8861,3221
10/26/2012,0,35393,31686
10/26/2012,212.1999969,20035,2244
10/26/2012,72.90000153,28967,6890
10/26/2012,1025.099976,5992,516
10/26/2012,847.2999878,7158,670
10/26/2012,102,27271,3486
10/26/2012,1340.699951,4712,246
10/26/2012,325.5,15277,8986
10/26/2012,0,35394,27059
10/26/2012,1071.400024,5778,5153
10/26/2012,12554.90039,469,452
10/26/2012,1720.099976,3738,1484
10/26/2012,0,35395,27059
10/26/2012,1141.300049,5441,3038
10/26/2012,13219.7002,435,73
10/26/2012,284.7999878,16702,1356
10/26/2012,244.8999939,18482,15794
10/26/2012,153.6000061,23809,6864
10/26/2012,11384.09961,542,55
10/26/2012,159.8999939,23390,9316
10/26/2012,112.3000031,26655,3144
10/26/2012,17598.30078,285,216
10/26/2012,788.2999878,7615,1136
10/26/2012,0,35396,27059
10/26/2012,0,35397,27059
10/26/2012,0,35398,27059
10/27/2012,0,35399,27059
10/27/2012,57.90000153,30080,7918
10/27/2012,0,35400,27059
10/27/2012,0,35401,27059
10/27/2012,1346.300049,4689,606
10/27/2012,238.3000031,18805,1588
10/27/2012,151.5,23937,5778
10/27/2012,508.7999878,10883,4340
10/27/2012,0,35402,27059
10/27/2012,58.5,30017,7283
10/27/2012,11640.09961,523,109
10/27/2012,6694.5,969,790
10/27/2012,358.7000122,14201,1113
10/27/2012,0,35403,27059
10/27/2012,419.7999878,12622,10239
10/27/2012,1197.699951,5248,1577
10/27/2012,95,27686,15422
10/27/2012,0,35405,27059
10/27/2012,379.7999878,13598,1122
10/27/2012,0,35406,27059
10/27/2012,449.7000122,11956,1027
10/27/2012,0,35407,27059
10/27/2012,0,35408,27059
10/27/2012,972.5999756,6309,938
10/27/2012,1686,3798,871
10/28/2012,0,35409,27059
10/28/2012,695.4000244,8408,3206
10/28/2012,98.19999695,27492,3564
10/28/2012,7560.600098,847,157
10/28/2012,148,24160,5294
10/28/2012,0,35410,33840
10/28/2012,230.8000031,19106,1710
10/28/2012,0,35411,27059
10/28/2012,0,35412,27059
10/28/2012,795.5999756,7558,455
10/28/2012,993.4000244,6168,1656
10/28/2012,0,35413,27059
10/28/2012,7499.799805,851,651
10/28/2012,0,35414,27059
10/28/2012,58.5,30018,7283
10/28/2012,3229.399902,2076,581
10/28/2012,0,35415,27059
10/28/2012,463.2999878,11669,11217
10/28/2012,85.69999695,28169,3883
10/28/2012,162.6000061,23201,19241
10/28/2012,0,35416,27059
10/28/2012,0,35417,27059
10/29/2012,0,35418,27059
10/29/2012,107.4000015,26945,3359
10/29/2012,0,35419,27059
10/29/2012,715.4000244,8203,2946
10/29/2012,464.8999939,11642,2772
10/29/2012,0,35421,27059
10/29/2012,0,35422,27059
10/29/2012,0,35423,27059
10/29/2012,0,35424,27059
10/29/2012,0,35425,27059
10/29/2012,0,35426,27059
10/29/2012,0,35427,27059
10/29/2012,0,35428,27059
10/29/2012,0,35429,27059
10/29/2012,0,35430,27059
10/29/2012,0,35431,27059
10/29/2012,102.3000031,27251,1592
10/29/2012,0,35432,27059
10/29/2012,1562.099976,4053,3496
10/29/2012,498.5,11067,1723
10/29/2012,246.6999969,18390,1617
10/29/2012,0,35433,27059
10/29/2012,0,35434,27059
10/29/2012,0,35435,31727
10/29/2012,349.2999878,14520,1161
10/29/2012,1044.599976,5900,1371
10/29/2012,0,35437,27059
10/29/2012,1386.699951,4560,674
10/29/2012,0,35438,27059
10/29/2012,0,35439,27059
10/29/2012,0,35440,27059
10/29/2012,0,35441,27059
10/29/2012,117.8000031,26309,3025
10/29/2012,0,35442,27059
10/29/2012,0,35443,27059
10/29/2012,409.7000122,12847,6840
10/29/2012,155.6999969,23653,7491
10/29/2012,0,35444,27059
10/29/2012,0,35445,27059
10/29/2012,116,26415,3190
10/29/2012,290.1000061,16513,1312
10/30/2012,0,35446,27059
10/30/2012,687.2999878,8488,520
10/30/2012,109.3000031,26809,3310
10/30/2012,258.2999878,17826,7922
10/30/2012,0,35447,27059
10/30/2012,0,35448,27059
10/30/2012,0,35449,27059
10/30/2012,84.30000305,28251,4506
10/30/2012,84.30000305,28252,4506
10/30/2012,84.30000305,28253,4506
10/30/2012,241.3999939,18664,10188
10/30/2012,307.3999939,15855,1391
10/30/2012,1440.800049,4369,4295
10/30/2012,69.19999695,29207,5051
10/30/2012,200.3000031,20693,1988
10/30/2012,69.19999695,29208,5051
10/30/2012,69.19999695,29209,5051
10/30/2012,2920.800049,2316,1168
10/30/2012,172.1000061,22497,4024
10/30/2012,0,35450,27059
10/30/2012,476.1000061,11429,816
10/30/2012,253.1000061,18089,1471
10/30/2012,216.3999939,19809,1919
10/30/2012,0,35451,27059
10/30/2012,444.2000122,12062,882
10/30/2012,0,35452,27059
10/30/2012,0,35453,27059
10/30/2012,194.8000031,21027,4736
10/31/2012,81.30000305,28458,6511
10/31/2012,535.9000244,10434,4867
10/31/2012,60.29999924,29865,5396
10/31/2012,0,35454,27059
10/31/2012,70,29146,5013
10/31/2012,0,35455,27059
10/31/2012,294.7000122,16347,3014
10/31/2012,102.8000031,27219,5665
10/31/2012,276.5,17024,15198
10/31/2012,462.2000122,11701,5384
10/31/2012,749.2999878,7922,2685
10/31/2012,131.6999969,25272,2882
10/31/2012,782.7000122,7648,1047
10/31/2012,0,35456,27059
10/31/2012,90.09999847,27934,6161
10/31/2012,0,35457,27059
10/31/2012,181.3999939,21890,8568
10/31/2012,1550.400024,4080,3849
10/31/2012,0,35458,27059
10/31/2012,139.5,24741,4133
10/31/2012,1287.699951,4894,1121
10/31/2012,533.5999756,10476,1548
10/31/2012,0,35459,27059
10/31/2012,0,35460,27059
10/31/2012,0,35461,27059
10/31/2012,438.6000061,12169,916
11/1/2012,161.6999969,23267,4205
11/1/2012,0,35462,27059
11/1/2012,3319.800049,2015,1225
11/1/2012,0,35463,27059
11/1/2012,1320.800049,4787,2829
11/1/2012,710.7999878,8243,8115
11/1/2012,0,35464,27059
11/1/2012,0,35465,27059
11/1/2012,0,35466,27059
11/1/2012,0,35467,27059
11/1/2012,0,35468,27059
11/1/2012,0,35470,27059
11/1/2012,251,18182,2436
