date,Points,Ranking,HighestRanking
7/1/2011,772.2999878,7726,965
7/1/2011,138.8000031,24779,3203
7/1/2011,331,15113,401
7/1/2011,61.70000076,29741,7590
7/2/2011,59.40000153,29932,5702
7/2/2011,56.59999847,30206,5851
7/2/2011,51.40000153,30700,6981
7/2/2011,736.0999756,8037,1776
7/2/2011,1589.300049,3986,343
7/3/2011,77.59999847,28671,4847
7/3/2011,497.2000122,11084,420
7/3/2011,420.8999939,12603,1097
7/4/2011,44.40000153,31195,3483
7/4/2011,958.4000244,6396,420
7/4/2011,416.2000122,12694,550
7/4/2011,607.7000122,9420,420
7/4/2011,322.8999939,15362,448
7/4/2011,273.6000061,17158,2007
7/4/2011,133.8000031,25144,3308
7/4/2011,523.2999878,10634,103
7/5/2011,2167.899902,3054,235
7/5/2011,144.8999939,24357,821
7/5/2011,113.5999985,26586,505
7/5/2011,546.9000244,10265,844
7/5/2011,54.09999847,30459,6021
7/5/2011,49.79999924,30817,6320
7/5/2011,54.20000076,30451,6017
7/5/2011,49.70000076,30822,6322
7/5/2011,557.4000244,10100,100
7/5/2011,49.70000076,30823,6325
7/5/2011,49.70000076,30824,6326
7/5/2011,53,30558,6088
7/5/2011,49.70000076,30825,6327
7/5/2011,146.6000061,24252,3071
7/5/2011,111.6999969,26693,1384
7/5/2011,0,32769,27059
7/5/2011,35.90000153,31740,4767
7/5/2011,83.5,28312,2719
7/5/2011,214.6999969,19895,1768
7/6/2011,1492.300049,4216,11
7/6/2011,58.09999847,30056,7027
7/6/2011,1492.300049,4217,11
7/6/2011,0,32770,27059
7/6/2011,490.3999939,11204,82
7/6/2011,94.40000153,27725,608
7/6/2011,245.8000031,18434,6956
7/6/2011,92.80000305,27795,5399
7/6/2011,1798.5,3577,327
7/6/2011,94.40000153,27726,608
7/7/2011,94.40000153,27727,608
7/7/2011,95,27683,730
7/7/2011,145.8000031,24298,375
7/7/2011,127.9000015,25528,452
7/7/2011,145.8000031,24299,375
7/7/2011,2039.099976,3238,298
7/7/2011,31535.30078,137,37
7/7/2011,701,8359,3296
7/7/2011,595.7999878,9601,293
7/7/2011,345.7999878,14635,171
7/7/2011,511.1000061,10844,3171
7/7/2011,108.9000015,26837,637
7/7/2011,13929.40039,401,341
7/7/2011,73.59999847,28923,6156
7/7/2011,130.5,25362,537
7/7/2011,130.3999939,25368,2404
7/7/2011,107.6999969,26917,669
7/7/2011,632.2000122,9119,1662
7/8/2011,70.59999847,29103,5167
7/8/2011,97.59999847,27530,712
7/8/2011,113.8000031,26572,619
7/8/2011,125.4000015,25712,563
7/8/2011,154.3000031,23763,446
7/8/2011,113.5999985,26587,505
7/8/2011,275.2999878,17069,172
7/8/2011,275.2999878,17070,172
7/8/2011,275.2999878,17071,172
7/8/2011,275.2999878,17072,172
7/8/2011,915.0999756,6681,56
7/8/2011,406.2000122,12930,109
7/8/2011,245.3000031,18468,10043
7/8/2011,1357.900024,4656,532
7/9/2011,1298.099976,4863,53
7/9/2011,8862.900391,723,372
7/9/2011,26976.19922,165,84
7/9/2011,91.69999695,27844,758
7/9/2011,166.5,22918,572
7/9/2011,73.59999847,28924,6156
7/9/2011,66,29411,5381
7/9/2011,3006.300049,2240,93
7/9/2011,132.3999939,25232,3346
7/9/2011,182.8000031,21787,511
7/10/2011,142.3000031,24554,489
7/10/2011,1769.199951,3638,1802
7/10/2011,49.59999847,30829,6330
7/10/2011,102.9000015,27207,562
7/10/2011,446.2999878,12027,95
7/10/2011,241.5,18653,193
7/11/2011,116,26410,496
7/11/2011,168.8999939,22736,307
7/11/2011,82.30000305,28393,696
7/11/2011,183.3000031,21747,282
7/11/2011,276.8999939,17004,171
7/11/2011,94.40000153,27728,608
7/11/2011,221.8000031,19533,217
7/11/2011,659.0999756,8798,2359
7/11/2011,375.2999878,13706,118
7/11/2011,95.59999847,27650,598
7/11/2011,446.2999878,12028,95
7/11/2011,1266,4969,52
7/11/2011,223.1999969,19468,214
7/11/2011,163.6999969,23118,318
7/11/2011,0,32773,27059
7/11/2011,130.3000031,25373,440
7/11/2011,82.30000305,28394,696
7/11/2011,103.6999969,27156,556
7/11/2011,82.30000305,28395,696
7/11/2011,82.30000305,28396,696
7/11/2011,925.7999878,6608,41
7/11/2011,215.1000061,19876,233
7/11/2011,753.7000122,7876,602
7/11/2011,103.6999969,27157,556
7/11/2011,186.5,21559,269
7/11/2011,153.3000031,23833,353
7/11/2011,349.3999939,14512,128
7/11/2011,114.5,26513,733
7/11/2011,782.5999756,7649,261
7/11/2011,329,15186,4233
7/11/2011,145.8000031,24300,375
7/11/2011,85.80000305,28150,11439
7/11/2011,207.8000031,20269,245
7/12/2011,116,26411,496
7/12/2011,87,28091,657
7/12/2011,87,28092,657
7/12/2011,163.6999969,23119,318
7/12/2011,134.1999969,25115,519
7/12/2011,179.3000031,22014,371
7/12/2011,221.8000031,19534,217
7/12/2011,196.1000061,20965,6273
7/13/2011,95.59999847,27651,598
7/13/2011,724.5,8123,56
7/13/2011,6788.399902,953,361
7/13/2011,87,28093,657
7/13/2011,87,28094,657
7/13/2011,170,22667,350
7/13/2011,87,28095,657
7/13/2011,137.8999939,24835,412
7/13/2011,143.6000061,24455,385
7/13/2011,140.6999969,24667,397
7/13/2011,0,32775,27059
7/13/2011,145.8000031,24301,375
7/13/2011,132.6999969,25211,430
7/13/2011,252.1000061,18136,186
7/13/2011,178,22108,290
7/13/2011,163.6999969,23120,318
7/13/2011,178,22109,290
7/13/2011,75.19999695,28811,2417
7/13/2011,149.8999939,24034,361
7/13/2011,63.90000153,29582,1179
7/13/2011,13336.40039,427,19
7/13/2011,156.8999939,23571,341
7/13/2011,222.6000061,19501,2057
7/13/2011,235.6999969,18914,1476
7/13/2011,512,10829,862
7/13/2011,68.59999847,29248,2769
7/13/2011,185.1000061,21636,2895
7/14/2011,878.2000122,6915,5768
7/14/2011,2157.600098,3065,11
7/14/2011,715.5999756,8201,728
7/14/2011,186.5,21560,269
7/14/2011,102.9000015,27208,562
7/14/2011,7312.5,875,675
7/14/2011,1076.699951,5745,156
7/14/2011,64.69999695,29519,5444
7/14/2011,1285.400024,4901,2274
7/14/2011,97.09999847,27550,4269
7/14/2011,217.1000061,19770,19178
7/14/2011,4954.5,1350,669
7/14/2011,0,32777,31206
7/15/2011,87.90000153,28033,944
7/15/2011,1022,6007,577
7/15/2011,162.1999969,23225,2333
7/15/2011,198.5,20814,327
7/15/2011,429.1000061,12395,327
7/15/2011,198.5,20815,327
7/15/2011,198.5,20816,327
7/15/2011,198.5,20817,327
7/15/2011,198.5,20818,327
7/15/2011,2676.399902,2529,327
7/15/2011,198.5,20819,327
7/15/2011,50.70000076,30750,6248
7/15/2011,248.1999969,18319,218
7/15/2011,337.1000061,14899,631
7/16/2011,228.1000061,19229,525
7/16/2011,1245.5,5060,232
7/16/2011,165.1000061,23034,9704
7/16/2011,329.3999939,15165,177
7/17/2011,243.1000061,18571,246
7/17/2011,91.59999847,27847,4415
7/17/2011,159.3999939,23412,761
7/18/2011,2800.5,2403,8
7/18/2011,133.8999939,25139,425
7/18/2011,631.5,9125,348
7/18/2011,66,29412,6518
7/18/2011,55.40000153,30319,7931
7/18/2011,95.19999695,27672,4324
7/19/2011,221.8000031,19535,217
7/19/2011,198.5,20820,327
7/19/2011,722.4000244,8142,327
7/19/2011,116,26412,496
7/19/2011,508.6000061,10886,650
7/19/2011,16660.5,315,200
7/20/2011,221.8000031,19536,217
7/20/2011,0,32781,27059
7/20/2011,133.8999939,25140,425
7/20/2011,4485.100098,1519,261
7/20/2011,349,14528,151
7/20/2011,1013.400024,6057,994
7/21/2011,102.6999969,27226,5671
7/21/2011,6412.600098,1034,1018
7/21/2011,72.40000153,28993,6924
7/21/2011,882.0999756,6894,3387
7/21/2011,68,29283,1561
7/21/2011,0,32785,27059
7/21/2011,73.90000153,28904,923
7/21/2011,73.90000153,28905,923
7/21/2011,73.40000153,28938,970
7/21/2011,645.7000122,8961,465
7/21/2011,9752.200195,646,81
7/21/2011,64.59999847,29528,2926
7/21/2011,4334,1582,186
7/21/2011,1215.599976,5182,47
7/21/2011,41.59999847,31383,2532
7/21/2011,95.80000305,27638,860
7/22/2011,724.5,8124,56
7/22/2011,592.2000122,9650,112
7/22/2011,71,29081,1776
7/22/2011,95.90000153,27628,8816
7/22/2011,49.90000153,30810,1410
7/22/2011,242.1999969,18617,833
7/22/2011,61.40000153,29764,5603
7/22/2011,276,17046,240
7/22/2011,535.7999878,10437,259
7/23/2011,631,9135,4484
7/23/2011,834.2999878,7248,188
7/23/2011,332.6000061,15063,10234
7/23/2011,168.8999939,22737,2727
7/23/2011,77.09999847,28698,2510
7/24/2011,147.6000061,24195,423
7/24/2011,215.1999969,19870,11030
7/25/2011,120,26152,2856
7/25/2011,374,13743,7286
7/25/2011,1146.800049,5412,556
7/25/2011,49.29999924,30853,6352
7/25/2011,136.8000031,24931,605
7/25/2011,243.1999969,18562,313
7/25/2011,198.5,20821,327
7/25/2011,71.19999695,29068,5138
7/25/2011,106.6999969,26991,1483
7/25/2011,62.79999924,29670,5528
7/25/2011,160.1999969,23367,665
7/25/2011,106.3000031,27017,5533
7/26/2011,622.2999878,9241,334
7/26/2011,541.2999878,10347,3249
7/26/2011,165.8000031,22974,10764
7/26/2011,379.5,13604,8036
7/26/2011,586.2999878,9724,8024
7/26/2011,0,32789,27059
7/26/2011,40.09999847,31494,7392
7/27/2011,111.5999985,26695,1168
7/28/2011,133.8999939,25141,425
7/28/2011,163.6999969,23121,318
7/28/2011,0,32792,27059
7/28/2011,6738.899902,957,47
7/28/2011,228.8999939,19188,270
7/28/2011,57.90000153,30078,1210
7/28/2011,75.5,28791,4944
7/28/2011,140.1999969,24696,623
7/29/2011,265.7999878,17492,224
7/29/2011,508.1000061,10892,151
7/29/2011,48,30955,7105
7/29/2011,402.7999878,13017,556
7/29/2011,9067.599609,695,141
7/30/2011,71.90000153,29027,5115
7/30/2011,63.5,29606,1113
7/30/2011,63.79999924,29587,1108
7/30/2011,71.90000153,29028,996
7/30/2011,157.3999939,23539,19505
7/31/2011,49,30886,1439
7/31/2011,217.6000061,19742,1259
8/1/2011,222.5,19505,277
8/1/2011,123.8000031,25831,10736
8/1/2011,553.9000244,10151,143
8/1/2011,1613.599976,3929,821
8/1/2011,50.5,30764,6266
8/1/2011,196.6000061,20930,336
8/1/2011,25249.80078,179,39
8/1/2011,765.2000122,7790,544
8/1/2011,47.5,31001,1801
8/1/2011,115.8000031,26424,620
8/1/2011,121.5999985,26021,2044
8/1/2011,87.40000153,28067,813
8/1/2011,52.59999847,30606,1322
8/1/2011,55.59999847,30300,1253
8/1/2011,72.59999847,28982,5077
8/1/2011,504.7000122,10955,3126
8/1/2011,7303.799805,879,75
8/1/2011,0,32795,27059
8/2/2011,89.59999847,27964,6188
8/2/2011,51.59999847,30691,1363
8/2/2011,56,30267,1246
8/2/2011,126.5999985,25627,826
8/2/2011,315.5,15592,3767
8/2/2011,70.19999695,29128,1012
8/2/2011,63.90000153,29583,1179
8/2/2011,24.89999962,32351,2736
8/2/2011,3121.600098,2147,826
8/2/2011,33.70000076,31869,2267
8/2/2011,526.9000244,10594,712
8/2/2011,55.90000153,30272,9198
8/2/2011,149.8999939,24035,459
8/2/2011,512.2000122,10825,1114
8/2/2011,147.8999939,24168,2898
8/3/2011,650.7000122,8894,97
8/3/2011,262.7000122,17631,266
8/3/2011,40.70000076,31473,7377
8/3/2011,97.80000305,27517,732
8/3/2011,77.5,28675,1005
8/3/2011,132.5,25226,1186
8/3/2011,97.09999847,27551,973
8/3/2011,251.5,18154,402
8/3/2011,173.6999969,22412,390
8/3/2011,356.5,14268,672
8/3/2011,181.1999969,21904,490
8/3/2011,674.5999756,8645,571
8/3/2011,317.7000122,15523,700
8/3/2011,625.7000122,9188,2018
8/4/2011,265.7999878,17493,224
8/4/2011,104.0999985,27131,899
8/4/2011,166.8000031,22899,486
8/4/2011,81.09999847,28463,884
8/4/2011,61.20000076,29778,1151
8/4/2011,92.90000153,27783,764
8/4/2011,53.90000153,30474,6030
8/4/2011,61,29798,5628
8/4/2011,94.5,27720,4346
8/4/2011,96.30000305,27608,744
8/4/2011,39.59999847,31521,2058
8/5/2011,705.2999878,8302,2925
8/5/2011,418.8999939,12641,364
8/5/2011,302.3999939,16072,304
8/5/2011,418.5,12650,614
8/5/2011,101.1999969,27322,4132
8/5/2011,132.1000061,25251,1229
8/5/2011,411.7999878,12797,705
8/5/2011,40.09999847,31495,7392
8/6/2011,217.8999939,19718,292
8/6/2011,57.70000076,30095,1213
8/6/2011,334.2000122,15015,538
8/6/2011,1863.599976,3477,12
8/6/2011,47.59999847,30997,3671
8/6/2011,44.40000153,31196,2065
8/6/2011,693.9000244,8425,610
8/6/2011,53.40000153,30515,6067
8/6/2011,265.7999878,17494,224
8/7/2011,258.7999878,17804,8934
8/7/2011,1850.900024,3498,53
8/7/2011,74.90000153,28827,4977
8/7/2011,1876.099976,3462,167
8/7/2011,47.29999924,31012,1503
8/7/2011,850.7999878,7123,63
8/8/2011,70.30000305,29119,5184
8/8/2011,150.8999939,23970,637
8/8/2011,100.8000031,27358,707
8/8/2011,131,25329,3377
8/8/2011,101.0999985,27334,4136
8/8/2011,51.20000076,30714,6213
8/8/2011,6255.200195,1064,15
8/8/2011,53.90000153,30475,1293
8/8/2011,473.7000122,11482,423
8/8/2011,41.5,31416,7629
8/9/2011,131.5,25287,3364
8/9/2011,136.1999969,24978,695
8/9/2011,56.29999924,30234,5874
8/9/2011,0,32798,27059
8/9/2011,27.29999924,32205,2580
8/9/2011,83.59999847,28301,4649
8/9/2011,568.5999756,9959,724
8/9/2011,48.5,30912,7076
8/10/2011,97.40000153,27536,4260
8/10/2011,1400,4509,1245
8/10/2011,2526,2662,5
8/10/2011,140.6000061,24669,500
8/10/2011,24.20000076,32386,2779
8/10/2011,0,32800,27059
8/11/2011,1337.199951,4730,891
8/11/2011,33,31893,2297
8/11/2011,99.30000305,27425,717
8/11/2011,653.7000122,8855,213
8/11/2011,212.6999969,20014,272
8/12/2011,211.5,20064,2044
8/12/2011,297.3999939,16241,699
8/12/2011,964.9000244,6356,320
8/12/2011,219.6000061,19642,1779
8/12/2011,987.4000244,6208,2725
8/13/2011,56.29999924,30235,1840
8/13/2011,74.5,28853,1594
8/13/2011,0,32801,27059
8/14/2011,69.90000153,29155,1015
8/14/2011,35.40000153,31764,7520
8/15/2011,157,23562,436
8/15/2011,164.3000031,23083,3563
8/15/2011,320.8999939,15431,7576
8/15/2011,95.80000305,27639,956
8/15/2011,833.4000244,7258,130
8/15/2011,351.7000122,14438,149
8/15/2011,699,8378,6835
8/16/2011,93.30000305,27766,742
8/16/2011,84,28265,2345
8/16/2011,564.2000122,10018,428
8/16/2011,35.40000153,31765,7520
8/16/2011,244.6000061,18496,15806
8/16/2011,750.5999756,7910,3809
8/16/2011,53.79999924,30482,3342
8/17/2011,41.5,31417,7629
8/17/2011,172.1999969,22490,393
8/17/2011,1430.400024,4399,110
8/17/2011,0,32804,27059
8/17/2011,304,16009,5690
8/17/2011,11576.40039,529,479
8/18/2011,120.9000015,26071,2466
8/18/2011,366.5,13971,158
8/18/2011,6151.399902,1083,184
8/18/2011,637.2999878,9065,2182
8/18/2011,16042.40039,331,91
8/18/2011,2405.300049,2777,217
8/18/2011,175.8999939,22259,531
8/18/2011,229.3999939,19173,301
8/18/2011,1178.699951,5306,424
8/18/2011,406.2000122,12931,6192
8/18/2011,2462.800049,2717,448
8/18/2011,79.69999695,28553,905
8/18/2011,0,32807,27059
8/18/2011,63.29999924,29627,5510
8/19/2011,40.70000076,31474,2360
8/19/2011,69.19999695,29204,1028
8/19/2011,111.3000031,26707,628
8/19/2011,750.5999756,7911,3809
8/19/2011,414.6000061,12731,872
8/19/2011,55.79999924,30285,1249
8/19/2011,191.6000061,21204,11062
8/19/2011,34,31859,2252
8/20/2011,42,31346,2319
8/20/2011,54.20000076,30452,6014
8/20/2011,232.3999939,19031,281
8/20/2011,0,32808,27059
8/20/2011,140.3999939,24681,10050
8/21/2011,516.9000244,10744,2648
8/21/2011,89.90000153,27948,925
8/21/2011,2292.600098,2897,631
8/21/2011,296.6000061,16277,339
8/21/2011,64,29576,5476
8/21/2011,3869,1753,989
8/21/2011,3803,1779,214
8/21/2011,143.8000031,24444,694
8/22/2011,25.89999962,32291,3630
8/22/2011,392.7999878,13255,3651
8/22/2011,55.20000076,30342,5956
8/22/2011,143.1999969,24482,1383
8/22/2011,495.2000122,11124,117
8/22/2011,223.1999969,19469,1244
8/22/2011,27.10000038,32215,2598
8/23/2011,1268.599976,4954,1564
8/23/2011,58,30066,5774
8/23/2011,92.19999695,27818,777
8/23/2011,649.5999756,8912,124
8/23/2011,0,32809,27059
8/23/2011,119.9000015,26154,3667
8/23/2011,81.19999695,28460,4730
8/23/2011,234.1999969,18969,436
8/24/2011,724.5999756,8122,1138
8/24/2011,644.7000122,8976,8189
8/24/2011,74.90000153,28828,1035
8/24/2011,95.59999847,27652,745
8/24/2011,1173.400024,5324,373
8/24/2011,6463,1017,458
8/24/2011,3236.800049,2073,79
8/24/2011,55.09999847,30353,5964
8/25/2011,48.20000076,30931,1455
8/25/2011,64.59999847,29529,1093
8/25/2011,349,14529,1332
8/26/2011,53.70000076,30494,1297
8/26/2011,1498.300049,4204,1013
8/26/2011,85.19999695,28186,838
8/26/2011,608.7000122,9408,528
8/26/2011,55.40000153,30320,1259
8/26/2011,64,29577,1103
8/26/2011,187.6000061,21475,2549
8/26/2011,308.1000061,15829,938
8/26/2011,211.8999939,20047,3981
8/27/2011,1704.599976,3775,2402
8/27/2011,656.9000244,8819,4582
8/28/2011,163.1999969,23156,415
8/29/2011,72.19999695,29012,1252
8/29/2011,233.6000061,18992,418
8/30/2011,3890.699951,1746,261
8/30/2011,229.3999939,19174,301
8/30/2011,93.59999847,27751,754
8/30/2011,75.5,28792,4946
8/30/2011,373,13780,2848
8/30/2011,315.3999939,15595,15025
8/30/2011,70.5,29111,5169
8/31/2011,4013.5,1696,367
8/31/2011,175.8999939,22260,531
8/31/2011,90.80000305,27883,2460
8/31/2011,56.5,30223,1836
8/31/2011,5201.700195,1287,68
8/31/2011,197.6000061,20877,2376
8/31/2011,0,32813,29131
9/1/2011,95.19999695,27673,2297
9/1/2011,53,30559,1313
9/1/2011,143,24497,4591
9/1/2011,411,12822,873
9/1/2011,712.5,8226,6467
9/1/2011,169.6999969,22690,523
9/1/2011,2392.199951,2792,667
9/1/2011,540.7999878,10352,5265
9/1/2011,33.40000153,31881,2280
9/2/2011,51320.89844,64,52
9/2/2011,570.0999756,9944,770
9/2/2011,1069.400024,5793,937
9/2/2011,74.5,28854,1594
9/2/2011,2473.5,2710,149
9/3/2011,936,6538,282
9/3/2011,70.69999695,29099,5161
9/3/2011,49.5,30837,1742
9/4/2011,56.79999924,30182,5834
9/4/2011,37671.39844,105,92
9/5/2011,16185.7998,328,39
9/5/2011,128.3000031,25502,651
9/5/2011,118.3000031,26275,709
9/5/2011,92.69999695,27797,1434
9/5/2011,129.8999939,25398,642
9/5/2011,12663.59961,460,56
9/5/2011,6290.799805,1057,807
9/6/2011,1496.400024,4207,1992
9/6/2011,1547.099976,4090,656
9/6/2011,43.09999847,31276,2272
9/6/2011,67.30000305,29321,1054
9/6/2011,0,32815,31348
9/6/2011,344.2999878,14673,14523
9/6/2011,59.29999924,29944,5710
9/7/2011,236,18895,4536
9/7/2011,257.8999939,17843,2352
9/7/2011,1210.900024,5201,130
9/7/2011,433.3999939,12298,5855
9/7/2011,126.5,25637,1626
9/7/2011,576.7000122,9844,1364
9/7/2011,182.3000031,21833,652
9/7/2011,0,32820,27059
9/7/2011,113.6999969,26578,703
9/8/2011,103.6999969,27158,3617
9/8/2011,7791.600098,825,20
9/8/2011,134.5,25100,809
9/8/2011,192.3000031,21166,773
9/8/2011,134.5,25101,809
9/8/2011,51.29999924,30707,6202
9/8/2011,4103.799805,1651,1256
9/9/2011,3749.600098,1808,126
9/9/2011,136.8000031,24932,1079
9/9/2011,166.6000061,22911,7127
9/9/2011,76.59999847,28725,1118
9/9/2011,45.59999847,31116,1518
9/10/2011,6969.799805,926,68
9/10/2011,70.30000305,29120,5181
9/10/2011,0,32825,27059
9/10/2011,416.2999878,12690,908
9/10/2011,170.5,22617,5273
9/10/2011,2362.100098,2826,220
9/10/2011,0,32826,27059
9/10/2011,0,32827,27059
9/10/2011,63.59999847,29600,5495
9/11/2011,109.9000015,26776,4887
9/11/2011,113.6999969,26579,703
9/11/2011,346.2999878,14615,1339
9/12/2011,3503.399902,1918,201
9/12/2011,177.6999969,22125,4582
9/12/2011,144.8999939,24358,1418
9/12/2011,144.5,24393,3106
9/12/2011,134.5,25102,809
9/12/2011,706.0999756,8294,1197
9/12/2011,43,31286,7547
9/13/2011,412.2999878,12785,351
9/13/2011,0,32828,27059
9/13/2011,2078.699951,3176,351
9/13/2011,265.7999878,17495,342
9/13/2011,323,15358,783
9/13/2011,43,31287,7547
9/13/2011,390,13331,11351
9/13/2011,1548.199951,4086,1605
9/13/2011,51.29999924,30708,1373
9/13/2011,207.5,20284,2214
9/14/2011,43,31288,7547
9/14/2011,5821.5,1151,256
9/14/2011,71.5,29052,5127
9/14/2011,845.9000244,7168,952
9/14/2011,95.40000153,27665,5976
9/14/2011,5716.100098,1166,877
9/15/2011,138.1000061,24825,3220
9/15/2011,2103.899902,3133,579
9/15/2011,12400.7998,479,127
9/15/2011,67.19999695,29326,1807
9/15/2011,10089,624,69
9/15/2011,73.69999695,28919,6150
9/15/2011,71.19999695,29069,1003
9/15/2011,47.79999924,30972,1465
9/15/2011,109.9000015,26777,4887
9/16/2011,603.7999878,9487,547
9/16/2011,462.2000122,11700,1526
9/16/2011,762.7000122,7812,227
9/16/2011,690.7999878,8451,3509
9/16/2011,54.70000076,30403,1278
9/16/2011,2732.399902,2479,883
9/16/2011,0,32829,27059
9/16/2011,7897.700195,814,185
9/16/2011,0,32830,27059
9/16/2011,165.6999969,22989,409
9/16/2011,189.8000031,21317,2429
9/17/2011,28764.90039,149,42
9/17/2011,554,10148,6625
9/17/2011,4849,1379,421
9/17/2011,423.1000061,12545,11427
9/17/2011,123.4000015,25869,4709
9/17/2011,0,32831,27059
9/17/2011,77.90000153,28653,925
9/18/2011,288.7000122,16563,599
9/18/2011,51.20000076,30715,6215
9/18/2011,13570.7998,419,383
9/18/2011,34.09999847,31850,7982
9/18/2011,34.09999847,31851,7982
9/18/2011,34.09999847,31852,7982
9/18/2011,422,12574,246
9/18/2011,34.09999847,31853,7982
9/18/2011,1863.599976,3478,12
9/19/2011,146.8000031,24241,472
9/19/2011,2430.199951,2751,1567
9/19/2011,0,32832,27059
9/19/2011,53.40000153,30516,1305
9/19/2011,0,32833,27059
9/19/2011,0,32834,27059
9/19/2011,0,32835,27059
9/19/2011,0,32836,27059
9/19/2011,1168.099976,5336,3659
12/2/2010,0,32837,27059
12/5/2010,50.29999924,30782,6280
12/6/2010,0,32838,27059
4/1/2011,0,32839,27059
4/2/2011,502.7000122,10984,3540
4/2/2011,0,32840,27059
4/2/2011,0,32841,27059
4/4/2011,0,32842,27059
4/4/2011,0,32843,27059
4/5/2011,0,32844,27059
4/6/2011,0,32845,27059
4/7/2011,0,32846,27059
4/7/2011,0,32847,27059
4/7/2011,0,32848,27059
4/7/2011,0,32849,27059
4/7/2011,0,32850,27059
4/7/2011,0,32851,27059
4/7/2011,0,32852,27059
4/7/2011,0,32853,27059
4/7/2011,0,32854,27059
4/8/2011,0,32855,27059
4/8/2011,0,32856,27059
4/8/2011,0,32857,27059
4/8/2011,0,32858,27059
4/8/2011,0,32859,27059
4/8/2011,0,32860,27059
11/12/2010,5584.399902,1199,343
11/19/2010,287.1000061,16617,1188
11/23/2010,60.29999924,29857,5396
11/25/2010,0,32862,27059
11/25/2010,0,32863,27059
11/25/2010,0,32864,27059
11/25/2010,0,32865,27059
11/25/2010,0,32866,27059
11/26/2010,0,32867,27059
12/2/2010,0,32868,27059
12/8/2010,0,32869,27059
12/10/2010,0,32870,27059
12/13/2010,0,32871,27059
12/14/2010,0,32872,27059
1/19/2011,0,32873,27059
1/19/2011,0,32874,27059
1/19/2011,0,32875,27059
1/19/2011,0,32876,27059
1/19/2011,0,32877,27059
1/19/2011,0,32878,27059
1/19/2011,0,32879,27059
1/20/2011,0,32880,27059
1/20/2011,0,32881,27059
1/20/2011,0,32882,27059
1/20/2011,0,32883,27059
1/23/2011,0,32884,27059
1/24/2011,0,32885,27059
1/25/2011,0,32886,27059
1/27/2011,0,32887,27059
1/30/2011,171.3000031,22560,1511
2/1/2011,0,32888,27059
2/7/2011,0,32889,27059
2/21/2011,0,32890,27059
3/28/2011,0,32891,27059
3/28/2011,150.5,24005,9658
3/28/2011,0,32893,27059
3/28/2011,0,32894,27059
3/28/2011,0,32895,27059
3/29/2011,0,32896,27059
3/29/2011,0,32897,27059
3/29/2011,0,32898,27059
3/29/2011,0,32899,27059
3/29/2011,0,32900,27059
3/29/2011,0,32901,27059
3/29/2011,0,32902,27059
3/29/2011,0,32903,27059
3/29/2011,0,32904,27059
3/29/2011,0,32905,27059
3/29/2011,0,32906,27059
3/29/2011,0,32907,27059
3/29/2011,0,32908,27059
3/29/2011,0,32909,27059
3/29/2011,0,32910,27059
3/29/2011,0,32911,27059
3/29/2011,0,32912,27059
3/29/2011,0,32913,27059
3/29/2011,0,32914,27059
3/29/2011,0,32915,27059
3/29/2011,0,32916,27059
3/30/2011,0,32917,27059
3/30/2011,0,32918,27059
3/30/2011,0,32919,27059
3/30/2011,0,32920,27059
3/30/2011,0,32921,27059
3/30/2011,0,32922,27059
3/30/2011,0,32923,27059
3/30/2011,0,32924,27059
3/30/2011,0,32925,27059
3/30/2011,0,32926,27059
3/30/2011,0,32927,27059
3/30/2011,0,32928,27059
3/30/2011,0,32929,27059
3/30/2011,0,32930,27059
3/30/2011,0,32931,27059
3/30/2011,0,32932,27059
3/30/2011,0,32933,27059
3/30/2011,0,32934,27059
3/30/2011,0,32935,27059
3/30/2011,0,32936,27059
3/30/2011,0,32937,27059
3/30/2011,0,32938,27059
3/31/2011,0,32939,27059
3/31/2011,0,32940,27059
3/31/2011,0,32941,27059
3/31/2011,0,32942,27059
3/31/2011,0,32943,27059
3/31/2011,0,32944,27059
3/31/2011,0,32945,27059
3/31/2011,0,32946,27059
3/31/2011,0,32947,27059
3/31/2011,0,32948,27059
3/31/2011,0,32949,27059
3/31/2011,0,32950,27059
3/31/2011,0,32951,27059
3/31/2011,0,32952,27059
3/31/2011,0,32953,27059
3/31/2011,0,32954,27059
3/31/2011,0,32955,27059
3/31/2011,0,32956,27059
4/1/2011,0,32957,27059
4/1/2011,0,32958,27059
4/1/2011,0,32959,27059
4/1/2011,0,32960,27059
4/1/2011,0,32961,27059
4/1/2011,0,32962,27059
4/1/2011,0,32963,27059
4/1/2011,0,32964,27059
4/1/2011,0,32965,27059
4/1/2011,0,32966,27059
4/1/2011,0,32967,27059
4/1/2011,0,32968,27059
4/1/2011,0,32969,27059
4/1/2011,0,32970,27059
4/1/2011,0,32971,27059
4/1/2011,0,32972,27059
4/1/2011,0,32973,27059
4/2/2011,0,32974,27059
4/2/2011,0,32975,27059
4/2/2011,0,32976,27059
4/2/2011,0,32977,27059
4/2/2011,0,32978,27059
4/2/2011,0,32979,27059
4/3/2011,0,32980,27059
4/3/2011,0,32981,27059
4/3/2011,0,32982,27059
4/3/2011,0,32983,27059
4/3/2011,0,32984,27059
4/3/2011,0,32985,27059
4/3/2011,0,32986,27059
4/3/2011,0,32987,27059
4/3/2011,0,32988,27059
4/3/2011,0,32989,27059
4/3/2011,0,32990,27059
4/3/2011,0,32991,27059
4/4/2011,0,32992,27059
